City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
246,Inhambane,MZ,-23.865,35.3833,62.28,77,0,2.75,clear sky
247,Celestun,MX,20.8667,-90.4,79.74,81,70,10.11,broken clouds
248,Saldanha,ZA,-33.0117,17.9442,56.46,79,57,14.07,broken clouds
249,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,84,65,7.29,broken clouds
250,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,73,20,11.18,few clouds
251,Pevek,RU,69.7008,170.3133,32.79,98,100,25.21,snow
252,Anadyr,RU,64.75,177.4833,54.1,58,40,20.13,scattered clouds
253,Onega,RU,63.9061,38.1404,57.65,80,3,8.5,clear sky
254,Chippewa Falls,US,44.9369,-91.3929,73.58,85,20,6.91,few clouds
255,Yinchuan,CN,38.4681,106.2731,93.4,16,0,2.24,clear sky
256,Cidreira,BR,-30.1811,-50.2056,44.92,72,93,21.52,overcast clouds
257,Urusha,RU,54.05,122.9,69.73,77,68,5.35,light rain
258,Oudtshoorn,ZA,-33.5907,22.2014,45.14,74,57,4.76,broken clouds
259,Srandakan,ID,-7.9386,110.2506,82.6,69,70,11.05,broken clouds
260,Yarmouth,US,41.7057,-70.2286,64.98,92,1,1.99,clear sky
261,Shingu,JP,33.7333,135.9833,84.9,70,12,7.7,few clouds
262,Mbini,GQ,1.574,9.6134,75.04,86,65,2.08,broken clouds
263,Kishi,NG,9.0833,3.85,68.86,98,99,5.32,overcast clouds
264,Aykhal,RU,66.0,111.5,80.51,46,8,5.26,clear sky
265,San-Pedro,CI,4.7485,-6.6363,74.21,89,66,3.89,light rain
266,Garmsar,IR,35.2182,52.3409,84.45,40,4,4.23,clear sky
267,Mushie,CD,-3.0167,16.9,68.27,49,16,3.13,few clouds
268,Hamilton,US,39.1834,-84.5333,78.37,86,1,0.0,clear sky
269,Rocha,UY,-34.4833,-54.3333,43.45,63,75,13.38,broken clouds
270,Cirebon,ID,-6.7063,108.557,88.84,47,10,6.64,clear sky
271,Homer,US,59.6425,-151.5483,58.8,68,75,9.22,broken clouds
